Year,Center_Name,Pathogen,Antibiotic,Total_Isolates,Resistant_Isolates,Resistance_Percentage
2023,"Amrita Institute, Kochi",Escherichia coli,Ceftriaxone,669,186,27.8
2023,"Amrita Institute, Kochi",Escherichia coli,Ciprofloxacin,669,127,19.1
2023,"Amrita Institute, Kochi",Escherichia coli,Amikacin,669,131,19.7
2023,"Amrita Institute, Kochi",Escherichia coli,Colistin,669,12,1.9
2023,"Amrita Institute, Kochi",Klebsiella pneumoniae,Imipenem,590,265,45.0
2023,"Amrita Institute, Kochi",Klebsiella pneumoniae,Meropenem,590,301,51.1
2023,"Amrita Institute, Kochi",Klebsiella pneumoniae,Ceftriaxone,590,392,66.5
2023,"Amrita Institute, Kochi",Klebsiella pneumoniae,Ciprofloxacin,590,247,41.9
2023,"Amrita Institute, Kochi",Klebsiella pneumoniae,Amikacin,590,313,53.1
2023,"Amrita Institute, Kochi",Klebsiella pneumoniae,Colistin,590,26,4.5
2023,"Amrita Institute, Kochi",Staphylococcus aureus,Penicillin,301,103,34.5
2023,"Amrita Institute, Kochi",Staphylococcus aureus,Ciprofloxacin,301,101,33.7
2023,"Amrita Institute, Kochi",Staphylococcus aureus,Erythromycin,301,118,39.3
2023,"Amrita Institute, Kochi",Staphylococcus aureus,Clindamycin,301,98,32.7
2023,"Amrita Institute, Kochi",Staphylococcus aureus,Vancomycin,301,116,38.6
2023,"Amrita Institute, Kochi",Staphylococcus aureus,Linezolid,301,93,31.2
2023,"Amrita Institute, Kochi",Acinetobacter baumannii,Imipenem,566,284,50.3
2023,"Amrita Institute, Kochi",Acinetobacter baumannii,Meropenem,566,261,46.2
2023,"Amrita Institute, Kochi",Acinetobacter baumannii,Ceftriaxone,566,435,77.0
2023,"Amrita Institute, Kochi",Acinetobacter baumannii,Ciprofloxacin,566,242,42.8
2023,"Amrita Institute, Kochi",Acinetobacter baumannii,Amikacin,566,207,36.7
2023,"Amrita Institute, Kochi",Acinetobacter baumannii,Colistin,566,22,4.1
2023,"Amrita Institute, Kochi",Pseudomonas aeruginosa,Imipenem,884,155,17.6
2023,"Amrita Institute, Kochi",Pseudomonas aeruginosa,Meropenem,884,178,20.2
2023,"Amrita Institute, Kochi",Pseudomonas aeruginosa,Ceftriaxone,884,244,27.6
2023,"Amrita Institute, Kochi",Pseudomonas aeruginosa,Ciprofloxacin,884,165,18.8
2023,"Amrita Institute, Kochi",Pseudomonas aeruginosa,Amikacin,884,167,19.0
2023,"Amrita Institute, Kochi",Pseudomonas aeruginosa,Colistin,884,16,1.8
2023,"Sams Hospital, Hyderabad",Escherichia coli,Imipenem,165,29,18.2
2023,"Sams Hospital, Hyderabad",Escherichia coli,Meropenem,165,30,18.3
2023,"Sams Hospital, Hyderabad",Escherichia coli,Ceftriaxone,165,47,28.6
2023,"Sams Hospital, Hyderabad",Escherichia coli,Ciprofloxacin,165,25,15.3
2023,"Sams Hospital, Hyderabad",Escherichia coli,Amikacin,165,29,18.0
2023,"Sams Hospital, Hyderabad",Escherichia coli,Colistin,165,2,1.7
2023,"Sams Hospital, Hyderabad",Klebsiella pneumoniae,Imipenem,154,77,50.2
2023,"Sams Hospital, Hyderabad",Klebsiella pneumoniae,Meropenem,154,64,41.8
2023,"Sams Hospital, Hyderabad",Klebsiella pneumoniae,Ceftriaxone,154,103,67.3
2023,"Sams Hospital, Hyderabad",Klebsiella pneumoniae,Ciprofloxacin,154,81,53.0
2023,"Sams Hospital, Hyderabad",Klebsiella pneumoniae,Amikacin,154,64,42.2
2023,"Sams Hospital, Hyderabad",Klebsiella pneumoniae,Colistin,154,8,5.3
2023,"Sams Hospital, Hyderabad",Staphylococcus aureus,Penicillin,96,36,37.8
2023,"Sams Hospital, Hyderabad",Staphylococcus aureus,Ciprofloxacin,96,36,37.9
2023,"Sams Hospital, Hyderabad",Staphylococcus aureus,Erythromycin,96,30,32.1
2023,"Sams Hospital, Hyderabad",Staphylococcus aureus,Clindamycin,96,37,39.3
2023,"Sams Hospital, Hyderabad",Staphylococcus aureus,Vancomycin,96,28,29.7
2023,"Sams Hospital, Hyderabad",Staphylococcus aureus,Linezolid,96,38,40.1
2023,"Sams Hospital, Hyderabad",Acinetobacter baumannii,Imipenem,70,31,44.7
2023,"Sams Hospital, Hyderabad",Acinetobacter baumannii,Meropenem,70,33,47.8
2023,"Sams Hospital, Hyderabad",Acinetobacter baumannii,Ceftriaxone,70,48,68.7
2023,"Sams Hospital, Hyderabad",Acinetobacter baumannii,Ciprofloxacin,70,27,39.0
2023,"Sams Hospital, Hyderabad",Acinetobacter baumannii,Amikacin,70,32,46.7
2023,"Sams Hospital, Hyderabad",Acinetobacter baumannii,Colistin,70,3,4.8
2023,"Sams Hospital, Hyderabad",Pseudomonas aeruginosa,Imipenem,189,38,20.3
2023,"Sams Hospital, Hyderabad",Pseudomonas aeruginosa,Meropenem,189,37,19.9
2023,"Sams Hospital, Hyderabad",Pseudomonas aeruginosa,Ceftriaxone,189,48,25.8
2023,"Sams Hospital, Hyderabad",Pseudomonas aeruginosa,Ciprofloxacin,189,36,19.1
2023,"Sams Hospital, Hyderabad",Pseudomonas aeruginosa,Amikacin,189,28,15.3
2023,"Sams Hospital, Hyderabad",Pseudomonas aeruginosa,Colistin,189,3,1.8
2023,"King George Medical Univ, Lucknow",Escherichia coli,Imipenem,378,98,26.0
2023,"King George Medical Univ, Lucknow",Escherichia coli,Meropenem,378,91,24.3
2023,"King George Medical Univ, Lucknow",Escherichia coli,Ceftriaxone,378,142,37.6
2023,"King George Medical Univ, Lucknow",Escherichia coli,Ciprofloxacin,378,88,23.5
2023,"King George Medical Univ, Lucknow",Escherichia coli,Amikacin,378,100,26.7
2023,"King George Medical Univ, Lucknow",Escherichia coli,Colistin,378,8,2.4
2023,"King George Medical Univ, Lucknow",Klebsiella pneumoniae,Imipenem,349,229,65.6
2023,"King George Medical Univ, Lucknow",Klebsiella pneumoniae,Meropenem,349,198,56.9
2023,"King George Medical Univ, Lucknow",Klebsiella pneumoniae,Ceftriaxone,349,317,90.9
2023,"King George Medical Univ, Lucknow",Klebsiella pneumoniae,Ciprofloxacin,349,199,57.2
2023,"King George Medical Univ, Lucknow",Klebsiella pneumoniae,Amikacin,349,200,57.4
2023,"King George Medical Univ, Lucknow",Klebsiella pneumoniae,Colistin,349,20,5.8
2023,"King George Medical Univ, Lucknow",Staphylococcus aureus,Penicillin,121,52,43.0
2023,"King George Medical Univ, Lucknow",Staphylococcus aureus,Ciprofloxacin,121,65,54.1
2023,"King George Medical Univ, Lucknow",Staphylococcus aureus,Erythromycin,121,56,46.7
2023,"King George Medical Univ, Lucknow",Staphylococcus aureus,Clindamycin,121,58,48.6
2023,"King George Medical Univ, Lucknow",Staphylococcus aureus,Vancomycin,121,60,50.0
2023,"King George Medical Univ, Lucknow",Staphylococcus aureus,Linezolid,121,46,38.7
2023,"King George Medical Univ, Lucknow",Acinetobacter baumannii,Imipenem,333,220,66.2
2023,"King George Medical Univ, Lucknow",Acinetobacter baumannii,Meropenem,333,170,51.1
2023,"King George Medical Univ, Lucknow",Acinetobacter baumannii,Ceftriaxone,333,307,92.4
2023,"King George Medical Univ, Lucknow",Acinetobacter baumannii,Ciprofloxacin,333,217,65.3
2023,"King George Medical Univ, Lucknow",Acinetobacter baumannii,Amikacin,333,201,60.5
2023,"King George Medical Univ, Lucknow",Acinetobacter baumannii,Colistin,333,22,6.6
2023,"King George Medical Univ, Lucknow",Pseudomonas aeruginosa,Imipenem,377,101,26.9
2023,"King George Medical Univ, Lucknow",Pseudomonas aeruginosa,Meropenem,377,84,22.4
2023,"King George Medical Univ, Lucknow",Pseudomonas aeruginosa,Ceftriaxone,377,128,34.2
2023,"King George Medical Univ, Lucknow",Pseudomonas aeruginosa,Ciprofloxacin,377,67,18.0
2023,"King George Medical Univ, Lucknow",Pseudomonas aeruginosa,Amikacin,377,98,26.2
2023,"King George Medical Univ, Lucknow",Pseudomonas aeruginosa,Colistin,377,9,2.5
2023,"IPGMER, Kolkata",Escherichia coli,Imipenem,386,67,17.5
2023,"IPGMER, Kolkata",Escherichia coli,Meropenem,386,64,16.8
2023,"IPGMER, Kolkata",Escherichia coli,Ceftriaxone,386,122,31.7
2023,"IPGMER, Kolkata",Escherichia coli,Ciprofloxacin,386,70,18.3
2023,"IPGMER, Kolkata",Escherichia coli,Amikacin,386,69,18.0
2023,"IPGMER, Kolkata",Escherichia coli,Colistin,386,6,1.8
2023,"IPGMER, Kolkata",Klebsiella pneumoniae,Imipenem,333,156,47.0
2023,"IPGMER, Kolkata",Klebsiella pneumoniae,Meropenem,333,160,48.3
2023,"IPGMER, Kolkata",Klebsiella pneumoniae,Ceftriaxone,333,189,56.8
2023,"IPGMER, Kolkata",Klebsiella pneumoniae,Ciprofloxacin,333,159,47.9
2023,"IPGMER, Kolkata",Klebsiella pneumoniae,Amikacin,333,146,43.9
2023,"IPGMER, Kolkata",Klebsiella pneumoniae,Colistin,333,13,4.1
2023,"IPGMER, Kolkata",Staphylococcus aureus,Penicillin,241,91,38.0
2023,"IPGMER, Kolkata",Staphylococcus aureus,Ciprofloxacin,241,73,30.5
2023,"IPGMER, Kolkata",Staphylococcus aureus,Erythromycin,241,93,39.0
2023,"IPGMER, Kolkata",Staphylococcus aureus,Clindamycin,241,88,36.7
2023,"IPGMER, Kolkata",Staphylococcus aureus,Vancomycin,241,85,35.5
2023,"IPGMER, Kolkata",Staphylococcus aureus,Linezolid,241,81,33.6
2023,"IPGMER, Kolkata",Acinetobacter baumannii,Imipenem,619,295,47.8
2023,"IPGMER, Kolkata",Acinetobacter baumannii,Meropenem,619,264,42.7
2023,"IPGMER, Kolkata",Acinetobacter baumannii,Ceftriaxone,619,400,64.7
2023,"IPGMER, Kolkata",Acinetobacter baumannii,Ciprofloxacin,619,275,44.5
2023,"IPGMER, Kolkata",Acinetobacter baumannii,Amikacin,619,292,47.3
2023,"IPGMER, Kolkata",Acinetobacter baumannii,Colistin,619,31,5.0
2023,"IPGMER, Kolkata",Pseudomonas aeruginosa,Imipenem,290,65,22.5
2023,"IPGMER, Kolkata",Pseudomonas aeruginosa,Meropenem,290,54,18.8
2023,"IPGMER, Kolkata",Pseudomonas aeruginosa,Ceftriaxone,290,64,22.4
2023,"IPGMER, Kolkata",Pseudomonas aeruginosa,Ciprofloxacin,290,53,18.3
2023,"IPGMER, Kolkata",Pseudomonas aeruginosa,Amikacin,290,42,14.7
2023,"IPGMER, Kolkata",Pseudomonas aeruginosa,Colistin,290,6,2.4
2023,"SMS Hospital, Jaipur",Escherichia coli,Imipenem,1020,299,29.4
2023,"SMS Hospital, Jaipur",Escherichia coli,Meropenem,1020,228,22.4
2023,"SMS Hospital, Jaipur",Escherichia coli,Ceftriaxone,1020,284,27.9
2023,"SMS Hospital, Jaipur",Escherichia coli,Ciprofloxacin,1020,223,21.9
2023,"SMS Hospital, Jaipur",Escherichia coli,Amikacin,1020,240,23.6
2023,"SMS Hospital, Jaipur",Escherichia coli,Colistin,1020,20,2.0
2023,"SMS Hospital, Jaipur",Klebsiella pneumoniae,Imipenem,313,197,63.0
2023,"SMS Hospital, Jaipur",Klebsiella pneumoniae,Meropenem,313,184,58.8
2023,"SMS Hospital, Jaipur",Klebsiella pneumoniae,Ceftriaxone,313,256,81.8
2023,"SMS Hospital, Jaipur",Klebsiella pneumoniae,Ciprofloxacin,313,206,65.8
2023,"SMS Hospital, Jaipur",Klebsiella pneumoniae,Amikacin,313,183,58.6
2023,"SMS Hospital, Jaipur",Klebsiella pneumoniae,Colistin,313,18,6.1
2023,"SMS Hospital, Jaipur",Staphylococcus aureus,Penicillin,717,375,52.4
2023,"SMS Hospital, Jaipur",Staphylococcus aureus,Ciprofloxacin,717,345,48.2
2023,"SMS Hospital, Jaipur",Staphylococcus aureus,Erythromycin,717,408,57.0
2023,"SMS Hospital, Jaipur",Staphylococcus aureus,Clindamycin,717,372,51.9
2023,"SMS Hospital, Jaipur",Staphylococcus aureus,Vancomycin,717,382,53.3
2023,"SMS Hospital, Jaipur",Staphylococcus aureus,Linezolid,717,348,48.6
2023,"SMS Hospital, Jaipur",Acinetobacter baumannii,Imipenem,884,588,66.6
2023,"SMS Hospital, Jaipur",Acinetobacter baumannii,Meropenem,884,533,60.4
2023,"SMS Hospital, Jaipur",Acinetobacter baumannii,Ceftriaxone,884,744,84.3
2023,"SMS Hospital, Jaipur",Acinetobacter baumannii,Ciprofloxacin,884,505,57.2
2023,"SMS Hospital, Jaipur",Acinetobacter baumannii,Amikacin,884,505,57.2
2023,"SMS Hospital, Jaipur",Acinetobacter baumannii,Colistin,884,47,5.4
2023,"SMS Hospital, Jaipur",Pseudomonas aeruginosa,Imipenem,474,103,21.8
2023,"SMS Hospital, Jaipur",Pseudomonas aeruginosa,Meropenem,474,120,25.4
2023,"SMS Hospital, Jaipur",Pseudomonas aeruginosa,Ceftriaxone,474,188,39.7
2023,"SMS Hospital, Jaipur",Pseudomonas aeruginosa,Ciprofloxacin,474,112,23.8
2023,"SMS Hospital, Jaipur",Pseudomonas aeruginosa,Amikacin,474,116,24.6
2023,"SMS Hospital, Jaipur",Pseudomonas aeruginosa,Colistin,474,11,2.4
2023,"RIMS, Ranchi",Escherichia coli,Imipenem,908,163,18.1
2023,"RIMS, Ranchi",Escherichia coli,Meropenem,908,184,20.3
2023,"RIMS, Ranchi",Escherichia coli,Ceftriaxone,908,249,27.5
2023,"RIMS, Ranchi",Escherichia coli,Ciprofloxacin,908,164,18.1
2023,"RIMS, Ranchi",Escherichia coli,Amikacin,908,141,15.6
2023,"RIMS, Ranchi",Escherichia coli,Colistin,908,17,1.9
2023,"RIMS, Ranchi",Klebsiella pneumoniae,Imipenem,762,394,51.7
2023,"RIMS, Ranchi",Klebsiella pneumoniae,Meropenem,762,350,46.0
2023,"RIMS, Ranchi",Klebsiella pneumoniae,Ceftriaxone,762,528,69.3
2023,"RIMS, Ranchi",Klebsiella pneumoniae,Ciprofloxacin,762,329,43.2
2023,"RIMS, Ranchi",Klebsiella pneumoniae,Amikacin,762,361,47.4
2023,"RIMS, Ranchi",Klebsiella pneumoniae,Colistin,762,34,4.5
2023,"RIMS, Ranchi",Staphylococcus aureus,Penicillin,532,203,38.2
2023,"RIMS, Ranchi",Staphylococcus aureus,Ciprofloxacin,532,195,36.7
2023,"RIMS, Ranchi",Staphylococcus aureus,Erythromycin,532,182,34.4
2023,"RIMS, Ranchi",Staphylococcus aureus,Clindamycin,532,195,36.7
2023,"RIMS, Ranchi",Staphylococcus aureus,Vancomycin,532,212,39.9
2023,"RIMS, Ranchi",Staphylococcus aureus,Linezolid,532,171,32.3
2023,"RIMS, Ranchi",Acinetobacter baumannii,Imipenem,316,116,36.9
2023,"RIMS, Ranchi",Acinetobacter baumannii,Meropenem,316,155,49.3
2023,"RIMS, Ranchi",Acinetobacter baumannii,Ceftriaxone,316,203,64.3
2023,"RIMS, Ranchi",Acinetobacter baumannii,Ciprofloxacin,316,144,45.6
2023,"RIMS, Ranchi",Acinetobacter baumannii,Amikacin,316,147,46.7
2023,"RIMS, Ranchi",Acinetobacter baumannii,Colistin,316,13,4.3
2023,"RIMS, Ranchi",Pseudomonas aeruginosa,Imipenem,282,58,20.8
2023,"RIMS, Ranchi",Pseudomonas aeruginosa,Meropenem,282,50,17.9
2023,"RIMS, Ranchi",Pseudomonas aeruginosa,Ceftriaxone,282,71,25.5
2023,"RIMS, Ranchi",Pseudomonas aeruginosa,Ciprofloxacin,282,60,21.4
2023,"RIMS, Ranchi",Pseudomonas aeruginosa,Amikacin,282,43,15.4
2023,"RIMS, Ranchi",Pseudomonas aeruginosa,Colistin,282,3,1.4
2023,"GMCH, Guwahati",Escherichia coli,Imipenem,138,23,17.0
2023,"GMCH, Guwahati",Escherichia coli,Meropenem,138,27,19.6
2023,"GMCH, Guwahati",Escherichia coli,Ceftriaxone,138,38,28.3
2023,"GMCH, Guwahati",Escherichia coli,Ciprofloxacin,138,26,19.0
2023,"GMCH, Guwahati",Escherichia coli,Amikacin,138,23,17.1
2023,"GMCH, Guwahati",Escherichia coli,Colistin,138,2,1.7
2023,"GMCH, Guwahati",Klebsiella pneumoniae,Imipenem,193,90,46.9
2023,"GMCH, Guwahati",Klebsiella pneumoniae,Meropenem,193,88,46.1
2023,"GMCH, Guwahati",Klebsiella pneumoniae,Ceftriaxone,193,125,65.2
2023,"GMCH, Guwahati",Klebsiella pneumoniae,Ciprofloxacin,193,100,52.0
2023,"GMCH, Guwahati",Klebsiella pneumoniae,Amikacin,193,77,40.0
2023,"GMCH, Guwahati",Klebsiella pneumoniae,Colistin,193,7,4.0
2023,"GMCH, Guwahati",Staphylococcus aureus,Penicillin,170,56,33.2
2023,"GMCH, Guwahati",Staphylococcus aureus,Ciprofloxacin,170,65,38.3
2023,"GMCH, Guwahati",Staphylococcus aureus,Erythromycin,170,63,37.4
2023,"GMCH, Guwahati",Staphylococcus aureus,Clindamycin,170,65,38.5
2023,"GMCH, Guwahati",Staphylococcus aureus,Vancomycin,170,54,31.8
2023,"GMCH, Guwahati",Staphylococcus aureus,Linezolid,170,76,45.2
2023,"GMCH, Guwahati",Acinetobacter baumannii,Imipenem,141,60,43.1
2023,"GMCH, Guwahati",Acinetobacter baumannii,Meropenem,141,60,42.8
2023,"GMCH, Guwahati",Acinetobacter baumannii,Ceftriaxone,141,110,78.5
2023,"GMCH, Guwahati",Acinetobacter baumannii,Ciprofloxacin,141,47,33.8
2023,"GMCH, Guwahati",Acinetobacter baumannii,Amikacin,141,66,47.3
2023,"GMCH, Guwahati",Acinetobacter baumannii,Colistin,141,6,4.4
2023,"GMCH, Guwahati",Pseudomonas aeruginosa,Imipenem,209,37,17.7
2023,"GMCH, Guwahati",Pseudomonas aeruginosa,Meropenem,209,32,15.6
2023,"GMCH, Guwahati",Pseudomonas aeruginosa,Ceftriaxone,209,48,23.1
2023,"GMCH, Guwahati",Pseudomonas aeruginosa,Ciprofloxacin,209,39,19.1
2023,"GMCH, Guwahati",Pseudomonas aeruginosa,Amikacin,209,32,15.3
2023,"GMCH, Guwahati",Pseudomonas aeruginosa,Colistin,209,3,1.9
